,YEAR(S),JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN,COOP_ID,type,COOP_NAME,DIV,LATITUDE,LONGITUDE
3392,1974,52.95,58.54,65.4,70.86,80.69,93.2,93.26,92.63,89.3,76.76,64.33,54.35,74.36,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3393,1975,55.34,56.07,61.05,63.23,78.35,88.03,94.15,92.89,88.47,74.58,64.76,58.42,72.94,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3394,1976,57.38,60.2,62.5,67.35,81.34,88.63,93.23,89.71,82.28,75.11,66.38,56.9,73.42,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3395,1977,54.92,64.09,59.87,73.77,72.77,91.07,94.94,92.85,86.48,78.8,68.45,60.97,74.91,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3396,1978,54.98,58.61,66.18,68.58,79.27,91.78,95.61,91.95,85.07,80.27,61.9,51.34,73.79,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3397,1979,49.19,56.3,61.82,71.37,77.85,89.25,93.21,88.26,89.78,77.0,61.1,57.9,72.75,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3398,1980,57.11,60.59,61.44,70.35,73.9,87.38,95.74,92.42,87.09,77.81,65.9,62.06,74.32,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3399,1981,60.39,61.29,62.79,74.53,79.77,93.53,95.73,94.79,89.13,72.77,65.93,59.06,75.81,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3400,1982,54.4,61.12,62.6,71.66,78.53,85.68,91.74,92.82,84.27,73.45,60.32,53.34,72.49,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3401,1983,57.55,59.16,62.73,65.42,79.87,86.42,92.63,87.55,87.48,74.77,62.97,56.15,72.72,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3402,1984,57.63,59.38,67.15,69.69,85.42,87.42,91.37,90.85,88.18,71.6,60.83,52.27,73.48,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3403,1985,53.32,55.77,61.94,75.3,80.21,91.27,95.11,93.11,79.53,74.4,59.97,56.87,73.07,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3404,1986,60.48,61.04,68.68,71.74,80.63,91.28,89.79,94.07,80.38,72.1,65.22,55.82,74.27,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3405,1987,53.4,59.07,61.89,75.58,79.06,90.53,90.37,92.13,86.45,78.37,60.88,50.24,73.17,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3406,1988,52.92,59.55,66.65,70.03,79.55,87.57,94.47,90.85,85.71,77.75,63.85,55.06,74.95,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3407,1989,52.03,57.15,69.44,79.57,80.82,89.88,95.27,90.16,86.38,75.83,66.1,57.13,74.98,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3408,1990,53.02,56.5,67.66,73.66,78.23,89.65,92.28,89.74,86.37,76.73,65.28,52.09,70.95,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3409,1991,53.47,64.89,58.34,69.97,76.88,84.38,92.12,91.68,87.57,79.98,64.6,55.2,73.26,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3410,1992,55.18,61.39,62.29,74.37,81.89,87.02,90.53,92.62,88.43,77.18,62.71,50.44,73.67,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3411,1993,53.02,56.61,67.53,74.4,81.58,87.77,89.85,91.53,86.95,76.37,60.52,55.22,73.45,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3412,1994,58.45,56.0,67.38,70.44,78.3,93.1,94.62,94.61,87.97,73.0,56.57,53.59,74.62,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3413,1995,54.38,63.75,63.91,69.88,75.72,85.88,94.66,95.87,89.53,77.7,68.2,58.23,74.81,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3414,1996,57.76,62.34,67.16,74.04,82.78,90.6,96.35,94.19,85.41,74.12,64.73,56.28,75.48,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3415,1997,56.02,59.4,70.34,71.55,86.98,86.86,92.0,94.52,87.78,73.86,64.63,53.33,74.77,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3416,1998,55.34,55.0,62.8,,73.65,83.78,95.24,94.23,85.29,73.48,62.91,55.92,72.51,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3417,1999,58.13,59.58,63.82,65.95,79.26,87.15,91.88,91.74,87.33,79.31,66.73,57.07,75.81,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3418,2000,58.29,59.5,63.17,75.8,84.0,90.62,93.76,91.83,85.67,71.96,57.78,57.77,75.51,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3419,2001,52.55,54.7,66.17,69.83,86.52,90.88,91.65,93.48,89.3,78.19,65.85,51.94,74.26,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3420,2002,54.26,58.61,61.38,72.52,79.32,90.88,95.32,91.94,87.33,72.92,65.55,53.75,73.65,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3421,2003,61.39,57.85,64.52,67.03,80.06,89.12,95.92,91.05,88.57,82.0,58.5,54.13,74.18,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3422,2004,54.71,54.65,71.75,71.21,80.69,88.57,93.31,91.65,84.61,72.28,58.27,54.45,73.01,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3423,2005,55.07,56.37,62.91,68.19,80.42,86.08,95.06,91.26,84.21,74.5,65.57,56.08,72.98,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3424,2006,55.4,60.39,58.2,67.38,82.5,91.88,96.05,91.27,84.42,73.03,65.52,53.85,73.32,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3425,2007,51.39,59.36,66.77,71.33,80.81,88.45,94.35,93.66,85.1,73.82,66.55,50.82,73.53,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3426,2008,51.35,57.21,66.23,71.22,76.45,91.07,93.76,92.45,87.25,75.35,67.13,53.5,73.58,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3427,2009,57.87,56.37,64.07,68.09,85.09,84.71,95.29,92.05,89.14,69.36,64.68,52.21,73.6,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3428,2010,54.5,57.34,61.34,67.54,74.88,87.55,94.74,91.81,87.3,73.6,61.38,56.66,72.39,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3429,2011,55.23,54.31,64.13,71.12,75.02,86.45,91.69,94.78,87.96,76.03,59.22,51.67,72.3,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3430,2012,57.37,58.38,61.87,71.1,82.47,89.29,91.47,91.65,87.54,76.97,65.64,54.76,74.04,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3431,2013,51.71,56.14,68.09,73.64,80.77,90.98,93.74,90.19,84.43,71.3,62.62,55.68,73.27,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3432,2014,60.6,62.5,67.12,72.79,79.77,89.76,94.24,88.98,87.25,77.7,64.38,55.71,75.07,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3433,2015,56.55,64.61,69.82,71.05,74.84,90.3,89.55,94.08,87.79,77.98,60.79,52.69,74.17,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3434,2016,53.65,61.74,68.0,71.93,76.15,92.78,95.41,92.69,83.04,78.27,65.63,54.85,76.44,42598,t,EAGLE MOU,7,33 48 00,-115 27 00
3435,1966,26.45,28.64,39.4,46.85,54.87,57.1,60.6,65.24,57.63,49.45,38.68,30.85,46.31,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3436,1967,31.13,35.88,35.87,34.6,50.74,56.77,64.9,66.92,60.35,49.62,42.27,25.05,46.17,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3437,1968,,37.12,39.82,43.97,49.6,59.58,66.24,59.71,56.6,48.79,39.38,28.45,48.12,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3438,1969,29.74,27.98,33.55,43.4,55.05,58.55,64.66,63.42,58.77,44.45,39.95,34.85,46.2,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3439,1970,34.76,38.41,39.74,40.95,51.6,59.05,63.92,61.87,54.81,42.8,39.87,,47.8,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3440,1971,28.83,32.16,32.65,40.79,45.29,,64.42,62.54,53.4,43.5,35.31,26.5,51.56,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3441,1972,23.52,33.7,44.19,40.91,50.66,60.74,64.43,62.28,53.74,47.9,35.65,,46.65,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3442,1973,30.21,34.74,,44.97,51.98,58.8,62.82,,,,,,,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3443,1974,,32.73,38.19,40.8,48.8,56.95,60.58,60.44,58.35,,,22.75,52.01,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3444,1975,29.04,31.77,36.05,34.88,49.27,56.65,62.24,58.6,60.17,45.39,35.79,33.96,44.88,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3445,1976,32.04,33.81,35.65,40.63,50.11,53.27,61.62,56.18,58.23,48.52,41.23,32.09,44.05,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3446,1977,27.47,37.0,35.76,46.33,43.56,65.02,64.02,64.48,54.46,49.58,38.84,40.06,47.51,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3447,1978,33.59,35.36,44.54,42.1,50.52,57.22,65.0,63.57,55.02,51.73,36.2,25.5,50.13,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3448,1979,27.76,31.96,39.91,43.05,53.28,57.62,64.12,61.44,61.09,50.27,37.34,34.22,46.84,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3449,1980,33.53,38.57,36.6,45.62,49.67,53.12,64.78,61.42,57.8,49.68,40.58,35.89,47.88,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3450,1981,36.12,35.23,39.8,45.95,,61.41,63.75,66.69,,,41.11,38.41,48.42,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3451,1982,26.86,36.05,38.83,40.17,51.48,56.76,63.31,63.29,55.04,44.62,34.29,31.46,52.05,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3452,1983,34.13,36.14,38.09,38.46,51.29,56.0,58.68,62.62,57.29,49.67,36.79,35.71,46.48,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3453,1984,32.09,,43.33,42.88,54.35,57.09,68.27,63.95,58.7,44.52,36.02,28.15,48.6,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3454,1985,30.53,30.63,32.67,46.18,49.5,60.62,66.02,61.73,52.57,46.16,31.0,33.1,46.14,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3455,1986,39.47,38.62,42.89,43.88,50.81,59.67,61.87,64.57,50.12,47.73,40.58,34.27,47.87,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3456,1987,27.71,34.22,37.68,48.25,52.84,59.9,59.68,63.8,58.5,52.32,39.24,29.5,46.97,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3457,1988,28.15,35.53,39.67,45.42,48.57,57.98,66.89,65.56,57.22,53.27,37.88,29.27,47.12,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3458,1989,24.81,26.77,39.45,47.07,49.43,58.15,61.95,58.81,55.16,45.76,38.65,33.63,44.97,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3459,1990,31.18,25.68,38.67,47.93,48.42,55.17,63.96,62.97,56.98,48.9,35.29,20.92,44.67,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3460,1991,29.55,39.85,33.05,41.93,46.26,54.56,65.6,63.04,60.26,51.02,38.76,30.52,46.2,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3461,1992,30.44,37.34,41.09,47.5,57.1,59.95,63.41,65.55,57.82,50.11,37.54,24.42,47.69,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3462,1993,21.76,27.62,39.4,42.18,51.76,55.3,61.23,60.83,56.23,49.22,35.79,29.66,44.25,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3463,1994,34.23,28.92,41.31,44.45,51.15,57.48,67.21,62.37,56.65,44.92,29.15,28.41,45.52,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3464,1995,32.1,39.11,35.19,39.98,47.97,55.62,62.03,61.12,57.57,49.21,42.55,34.76,46.43,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3465,1996,33.77,35.36,37.65,43.48,49.84,59.46,67.0,64.59,55.38,47.77,39.79,33.13,45.48,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3466,1997,30.81,34.19,42.31,43.59,54.16,57.37,63.16,63.03,56.85,44.45,39.93,28.2,46.5,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3467,1998,32.2,31.39,37.97,41.48,43.7,55.15,65.13,64.06,58.45,44.27,36.62,27.07,45.53,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3468,1999,32.52,31.38,36.62,39.8,49.89,56.9,,61.25,58.71,50.13,41.76,31.85,44.62,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3469,2000,32.32,35.41,38.63,45.57,51.16,60.9,60.97,63.71,56.72,46.59,33.22,34.12,46.61,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3470,2001,29.32,29.46,41.69,39.55,57.27,59.4,64.02,64.61,60.82,51.68,39.34,30.3,46.06,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3471,2002,28.37,34.43,36.37,45.08,49.13,59.87,67.39,62.97,57.95,46.31,38.62,32.7,46.6,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3472,2003,37.32,33.46,39.44,37.72,50.74,61.33,67.35,62.81,59.77,51.45,34.29,32.17,47.32,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3473,2004,29.6,31.57,44.2,44.91,50.5,58.97,65.03,63.65,56.07,44.15,35.16,31.71,46.29,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3474,2005,25.27,33.67,39.34,42.33,51.05,54.26,67.92,64.24,53.88,48.69,40.69,33.32,47.39,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3475,2006,32.52,33.87,30.21,42.34,53.78,61.67,68.14,61.73,57.1,45.87,38.94,30.57,47.83,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3476,2007,28.78,34.46,41.1,44.41,52.62,58.75,66.73,63.69,55.16,46.5,39.45,28.82,48.33,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3477,2008,25.87,28.26,36.57,42.12,51.68,58.55,65.18,66.16,59.02,48.66,41.61,28.13,46.33,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3478,2009,33.2,33.42,36.63,43.56,54.9,57.05,65.92,63.47,61.6,46.5,39.42,25.4,49.62,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3479,2010,32.27,34.83,38.27,40.07,44.86,57.78,66.1,60.93,57.96,49.85,34.93,33.44,46.65,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3480,2011,32.16,30.43,35.37,40.6,45.93,56.24,63.3,62.82,61.38,47.72,35.32,30.85,44.95,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3481,2012,34.13,33.91,36.75,45.19,51.98,57.57,63.94,66.6,61.05,50.03,40.62,30.42,46.26,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3482,2013,21.77,32.23,41.87,46.35,51.5,61.2,68.45,62.87,57.17,44.87,39.47,24.85,46.05,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3483,2014,35.55,38.02,40.97,44.62,52.13,59.98,70.63,64.19,59.33,50.56,40.98,35.89,49.4,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3484,2015,36.74,41.62,44.39,43.98,50.87,63.72,65.21,64.87,59.18,52.19,33.63,30.03,48.87,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3485,2016,32.98,38.5,40.95,47.22,51.79,60.3,64.0,65.79,57.7,46.85,40.12,30.71,48.08,47085,t,PORTOLA  ,2,39 48 00,-120 28 00
3486,1966,45.4,47.07,53.87,63.0,68.73,74.7,75.34,79.03,73.53,64.77,53.72,45.98,62.1,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3487,1967,46.27,48.91,51.72,49.54,66.43,71.87,80.66,82.23,76.0,64.55,56.55,45.31,61.67,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3488,1968,44.0,55.21,55.18,59.6,66.0,76.15,78.53,74.18,73.37,62.18,51.4,43.18,61.58,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3489,1969,43.5,46.32,52.15,57.8,69.92,72.28,79.37,78.34,74.03,60.16,53.3,48.58,61.31,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3490,1970,49.24,52.11,54.37,55.63,68.84,74.7,79.39,76.34,71.3,61.1,53.88,44.98,61.82,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3491,1971,45.34,48.25,51.97,57.13,63.06,72.15,80.66,79.32,72.0,60.32,51.72,42.21,60.34,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3492,1972,41.63,50.84,57.7,58.38,67.95,75.53,78.89,78.27,69.57,61.56,50.14,39.9,60.87,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3493,1973,43.32,51.14,50.37,60.03,,76.74,80.09,75.78,71.02,,,47.18,63.56,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3494,1974,48.25,,56.05,55.42,66.32,73.13,76.1,77.18,74.15,64.69,51.23,44.03,64.7,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3495,1975,42.77,47.38,50.4,51.46,65.08,71.77,74.53,73.19,73.48,59.28,49.87,45.62,58.74,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3496,1976,44.42,49.31,50.94,54.79,67.48,71.08,76.74,70.76,70.27,63.89,55.05,45.74,60.04,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3497,1977,40.85,51.61,50.15,60.98,59.08,75.65,76.15,76.73,69.52,63.84,52.27,48.6,60.45,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3498,1978,49.05,49.65,56.88,55.25,65.55,71.17,77.3,77.41,67.98,68.48,51.25,40.88,61.5,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3499,1979,44.31,47.89,53.91,56.23,66.09,,77.26,74.21,74.88,63.39,,47.02,62.74,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3500,1980,,51.11,52.07,59.78,63.87,,76.79,,69.88,64.69,53.72,,55.68,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3501,1981,48.26,50.79,51.88,61.14,67.25,76.8,75.93,75.73,72.58,58.65,54.09,48.62,63.65,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3502,1982,41.32,49.1,51.62,56.08,68.57,71.84,75.31,74.17,70.5,61.1,49.52,44.79,52.59,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3503,1983,43.02,49.84,53.19,54.48,66.37,72.2,72.97,76.95,72.04,65.86,50.65,47.0,59.21,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3504,1984,46.6,47.34,56.48,57.55,69.21,72.5,80.44,76.8,74.82,59.02,50.15,44.95,61.78,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3505,1985,41.34,49.67,49.37,60.48,65.0,73.48,78.48,72.09,67.04,62.32,48.98,41.07,57.46,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3506,1986,47.83,52.3,56.33,58.46,66.35,72.28,75.62,77.6,65.74,62.86,54.71,44.3,61.2,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3507,1987,42.14,49.44,52.23,63.58,70.43,74.9,72.86,76.35,71.65,67.21,51.8,44.31,62.96,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3508,1988,46.17,52.62,54.87,60.09,63.87,72.43,81.3,76.13,72.87,,53.5,46.28,61.83,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3509,1989,43.7,46.67,54.17,63.9,66.41,73.48,77.03,74.32,69.98,61.27,53.28,46.42,59.67,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3510,1990,45.75,44.46,55.47,63.78,65.2,72.25,80.02,76.92,73.08,65.53,50.91,42.43,62.78,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3511,1991,45.02,54.54,48.85,56.4,62.69,69.79,79.45,73.48,74.88,73.47,54.07,44.62,62.74,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3512,1992,42.41,54.09,55.57,62.37,72.58,72.86,75.07,78.34,73.2,65.75,53.2,43.46,62.41,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3513,1993,43.87,47.14,,,65.41,69.5,77.66,75.58,73.24,65.6,50.98,44.33,60.86,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3514,1994,46.63,47.17,55.69,59.66,65.4,72.13,77.71,74.29,72.28,61.4,45.96,42.96,59.99,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3515,1995,48.74,52.02,51.4,57.16,62.87,70.2,76.82,75.66,73.1,64.69,57.66,49.1,61.62,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3516,1996,46.58,51.52,55.09,59.12,65.14,73.65,80.63,78.68,70.6,61.88,53.6,48.5,62.08,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3517,1997,46.9,49.96,56.67,59.25,71.23,74.05,77.55,75.73,73.15,62.42,53.53,45.24,62.14,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3518,1998,47.92,48.37,54.27,57.07,59.22,69.35,78.35,77.61,74.16,60.9,50.96,42.92,60.92,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3519,1999,43.63,46.21,50.53,58.18,65.22,70.68,74.38,74.22,73.54,64.97,55.14,46.33,60.72,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3520,2000,47.02,50.02,54.5,61.37,66.37,75.31,73.08,75.22,71.33,61.88,48.35,45.61,62.64,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3521,2001,44.74,47.58,57.05,56.6,72.46,75.19,77.9,76.89,74.03,67.71,54.65,46.94,55.69,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3522,2002,43.95,51.35,50.28,60.52,65.9,,77.4,76.2,73.57,63.29,55.29,48.88,68.32,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3523,2003,50.84,49.54,54.92,54.87,67.53,76.43,82.58,76.48,75.2,67.93,51.75,47.88,49.54,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3524,2004,45.48,50.34,60.43,62.63,67.55,74.88,77.09,76.32,72.98,62.28,52.21,48.95,,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3525,2005,45.11,53.15,56.9,59.18,65.5,,82.42,78.95,70.88,64.07,56.21,45.95,,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3526,2006,49.33,51.03,49.21,58.17,71.66,75.97,79.78,74.21,71.0,59.42,52.5,49.73,,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3527,2007,46.23,50.12,59.57,60.39,70.45,75.97,77.79,80.38,72.62,64.23,57.73,48.23,,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3528,2008,,,,58.12,70.94,73.39,77.6,78.39,72.42,64.24,54.43,44.96,,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3529,2009,46.3,49.71,52.32,60.29,68.89,72.95,77.15,75.54,74.03,59.31,51.62,42.54,,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3530,2010,44.97,50.57,51.23,54.37,58.94,73.92,76.03,73.62,69.0,61.5,53.74,50.54,,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3531,2011,43.97,48.96,52.22,58.0,60.0,69.74,75.64,76.91,77.11,61.86,51.91,45.4,,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3532,2012,47.5,51.08,52.16,58.67,68.97,72.25,77.87,78.43,74.4,65.2,53.19,48.14,,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3533,2013,43.64,48.6,56.42,61.67,,70.59,78.85,79.43,69.94,61.05,55.64,45.44,,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3534,2014,,50.75,56.09,57.29,,71.14,81.38,76.88,73.81,64.13,54.38,52.7,,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3535,2015,50.21,55.43,58.56,62.44,68.03,79.33,79.58,78.11,75.38,66.68,53.25,,,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3536,2016,50.93,53.16,54.9,63.08,68.31,74.37,75.76,75.89,71.14,61.25,51.52,44.58,,41715,t,CHICO UNI,2,39 41 29,-121 49 16
3537,1966,,44.83,48.03,54.58,60.15,64.03,68.4,71.98,65.2,57.13,49.37,42.89,58.18,43463,t,GLENNVILL,5,35 43 37,-118 42 02
3538,1967,42.56,45.05,45.74,40.97,,60.8,73.58,74.47,67.74,58.34,52.36,37.06,55.36,43463,t,GLENNVILL,5,35 43 37,-118 42 02
3539,1968,41.77,48.47,46.81,49.7,55.32,65.2,71.66,66.23,,54.55,46.38,39.58,53.24,43463,t,GLENNVILL,5,35 43 37,-118 42 02
3540,1969,43.52,41.14,45.27,49.87,59.63,63.03,72.6,72.69,66.7,52.08,49.77,42.1,54.87,43463,t,GLENNVILL,5,35 43 37,-118 42 02
3541,1970,44.47,47.55,45.81,45.92,57.95,65.58,74.29,72.15,63.17,54.52,48.7,40.27,55.03,43463,t,GLENNVILL,5,35 43 37,-118 42 02
3542,1971,41.9,41.91,45.69,46.88,52.9,61.64,70.69,71.85,64.32,51.87,43.73,37.26,52.55,43463,t,GLENNVILL,5,35 43 37,-118 42 02
3543,1972,39.87,45.02,50.81,49.53,58.16,65.98,73.56,66.39,59.3,51.44,43.92,37.69,53.47,43463,t,GLENNVILL,5,35 43 37,-118 42 02
3544,1973,39.21,45.8,40.5,49.9,60.05,65.58,69.52,68.97,61.57,55.0,44.72,44.63,53.79,43463,t,GLENNVILL,5,35 43 37,-118 42 02
3545,1974,41.48,42.32,46.84,48.77,56.55,66.05,70.15,69.39,67.97,57.05,47.87,39.15,54.46,43463,t,GLENNVILL,5,35 43 37,-118 42 02
3546,1975,41.85,42.59,44.08,43.9,57.42,64.15,69.27,67.55,67.91,54.53,45.57,43.92,53.56,43463,t,GLENNVILL,5,35 43 37,-118 42 02
3547,1976,42.81,44.4,44.13,47.17,59.52,63.55,71.47,64.69,64.47,57.08,50.82,44.05,54.51,43463,t,GLENNVILL,5,35 43 37,-118 42 02
3548,1977,42.2,46.5,42.0,53.13,51.05,68.68,70.84,71.94,64.74,58.44,47.88,46.53,55.33,43463,t,GLENNVILL,5,35 43 37,-118 42 02
3549,1978,46.23,45.89,52.17,48.98,56.68,64.37,70.26,69.55,63.1,60.45,43.6,38.71,55.0,43463,t,GLENNVILL,5,35 43 37,-118 42 02
3550,1979,39.95,41.8,46.57,49.53,59.33,64.5,69.25,66.69,67.4,56.69,46.3,46.05,54.51,43463,t,GLENNVILL,5,35 43 37,-118 42 02
3551,1980,45.47,48.24,44.08,51.23,53.16,60.0,71.19,68.13,64.9,58.48,48.83,47.94,55.14,43463,t,GLENNVILL,5,35 43 37,-118 42 02
3552,1981,47.18,47.48,45.92,52.77,57.52,66.68,68.58,70.77,66.22,52.19,48.38,44.52,55.68,43463,t,GLENNVILL,5,35 43 37,-118 42 02
3553,1982,39.09,45.24,44.93,49.33,58.31,62.02,72.76,70.28,64.31,55.98,44.93,42.24,51.84,43463,t,GLENNVILL,5,35 43 37,-118 42 02
